time1,time2,state,hive_age,cubee,fob,fobr,foh,varroa,queen_age,queen_state,queen_cubee,queen_id,brood_pattern,stings,hid,hive_interacted
27,57,0,261,0,9.000000000000002,0.0,4.999999999999999,,,,,,,,72557,16
0,29,1,13,0,4.0,3.725573436220452,,,,,,,,,72977,1
29,59,1,34,0,4.0,4.0,,,,,,,,,72977,1
59,89,1,75,0,4.0,5.025002125198875,2.0,,,,,,,,72977,1
89,118,1,102,1,4.0,4.0,2.0,,,,,,,,72977,23
118,148,1,127,0,6.999999999999998,2.0,2.0,,,,,,,,72977,22
0,27,1,242,0,6.999999999999999,2.0,2.0,,,,,,,,72977,22
27,57,1,260,0,6.999999999999999,2.0,2.0,,,,,,,,72977,16
57,86,0,299,0,6.999999999999999,2.0,2.0,,,,,,,,72977,8
0,29,1,13,0,4.0,3.0000000000000004,,,,,,,,,73018,1
29,59,1,34,0,4.0,3.464101615137755,,,,,,,,,73018,1
59,89,1,75,0,4.0,3.810412652721301,,,,,,,,,73018,1
89,118,1,102,1,4.0,2.0,,,,,,,,,73018,23
118,148,1,127,0,7.999999999999995,2.0,,,,,,,,,73018,22
0,27,1,242,0,7.999999999999998,2.0,,,,,,,,,73018,22
27,57,1,260,0,7.999999999999998,2.0,,,,,,,,,73018,16
57,86,0,299,0,7.999999999999998,2.0,,,,,,,,,73018,8
0,29,1,2,0,,,,,,,,,,,75567,27
29,59,1,36,0,,2.878638021296806,,,,,,,,,75567,23
59,89,1,62,0,,7.599506521080153,,,,,,,,,75567,23
89,118,1,94,1,,7.999999999999998,3.0000000000000004,,,,,,,,75567,23
118,148,1,119,0,,7.999999999999998,3.0000000000000004,,,,,,,,75567,23
0,30,1,208,0,,7.999999999999998,3.0000000000000004,,,,,,,,75567,23
30,57,1,229,0,,7.999999999999998,3.0000000000000004,,,,,,,,75567,23
0,29,1,302,0,,7.999999999999998,3.0000000000000004,,,,,,,1.0,75567,20
29,59,1,334,0,8.3990038502325,4.285537968366438,5.378268784662851,,,,,,4.999999999999999,1.4291058854911176,75567,3
59,88,1,362,0,10.452270787158925,4.452221859093993,3.8336164023872885,,,,,,4.999999999999999,0.0,75567,5
88,118,1,392,0,14.637700449131112,7.0720417219489,2.971988578273895,,,,,,5.000000000000001,5.969103497963792,75567,5
118,148,1,428,1,16.530923020285297,7.5218466137875035,1.452422856114325,0.0,,,,,4.5106829899326355,8.523807888488786,75567,5
148,177,1,446,1,13.0,6.999999999999999,3.000000000000001,9.0,,,,,4.999999999999999,3.000000000000001,75567,5
177,207,1,493,0,11.000000000000002,6.999999999999999,3.0000000000000004,9.0,,,,,4.999999999999999,3.0000000000000004,75567,5
0,30,1,547,0,11.000000000000002,6.999999999999999,3.0000000000000004,,,,,,4.999999999999999,3.0000000000000004,75567,5
0,30,0,621,0,11.000000000000002,6.999999999999999,3.0000000000000004,,,,,,4.999999999999999,3.0000000000000004,75567,5
0,29,1,2,0,,,,,,,,,,,75604,27
29,59,1,36,0,,2.6606241163962436,,,,,,,,,75604,23
59,89,1,62,0,,6.564528593286392,,0.0,,,,,,,75604,23
89,118,1,93,1,,4.0,4.999999999999998,0.0,,,,,,,75604,23
118,148,1,119,0,,4.0,4.999999999999999,1.0,,,,,,,75604,23
0,30,1,208,0,,4.0,4.999999999999999,,,,,,,,75604,23
30,57,1,229,0,,4.0,4.999999999999999,,,,,,,,75604,23
0,29,0,291,0,,4.0,4.999999999999999,,,,,,,,75604,20
0,29,1,2,0,,,,,,,,,,,75608,27
29,59,1,36,0,,3.802377232138026,,,,,,,,,75608,23
59,89,1,62,0,,7.999999999999995,,,,,,,,,75608,23
89,118,1,93,0,,5.999999999999998,4.0,,,,,,,,75608,23
118,148,1,119,0,,6.000000000000001,4.0,,,,,,,,75608,23
0,30,1,208,0,,6.0,4.0,,,,,,,,75608,23
30,57,1,229,0,,6.0,4.0,,,,,,,,75608,23
0,29,1,302,0,6.999999999999998,5.999999999999998,4.0,,,,,,,4.0,75608,20
29,59,1,334,0,6.746245252220062,3.338313134524226,3.338313134524226,,,,,,3.999999999999999,0.0,75608,3
59,88,1,362,0,9.517608191375663,6.007256909568041,2.495052988367885,,,,,,5.000000000000001,0.0,75608,5
88,118,1,392,0,21.368872325420117,10.313926121900995,4.445951638970028,,,,,,4.999999999999999,4.0,75608,5
118,148,1,428,0,20.577396223570137,7.104321524251253,2.9966141537533626,2.0,,,,,4.389743691832122,8.779487383664247,75608,5
148,177,1,446,0,12.0,2.0,6.0,22.0,,,,,4.0,1.0,75608,5
177,207,1,493,0,6.0,2.0,6.0,22.0,,,,,4.0,1.0,75608,5
0,30,1,547,0,6.0,2.0,6.0,,,,,,4.0,1.0,75608,5
0,30,0,621,0,6.0,2.0,6.0,,,,,,4.0,1.0,75608,5
0,29,1,2,0,,,,,,,,,,,75650,27
29,59,1,36,0,,3.2010025297795606,,,,,,,,,75650,23
59,89,1,62,0,,8.530831479688942,,,,,,,,,75650,23
89,118,1,93,1,,8.999999999999998,2.9999999999999996,,,,,,,,75650,23
118,148,1,119,0,,9.000000000000002,3.0000000000000004,,,,,,,,75650,23
0,30,1,208,0,,9.000000000000002,3.0000000000000004,,,,,,,,75650,23
30,57,1,229,0,,9.000000000000002,3.0000000000000004,,,,,,,,75650,23
0,29,1,302,0,6.999999999999998,8.999999999999998,2.9999999999999996,,,,,,,4.0,75650,20
29,59,1,334,0,10.26098260001022,3.0868989054710916,6.264445606438589,,0.0,False,,,4.126027816931536,5.098736798251114,75650,25
59,88,1,362,0,3.999999999999999,2.4694341535807784,3.999999999999999,,28.0,True,,75650_queen_0,3.999999999999999,0.0,75650,21
88,118,1,392,0,7.1551159740608385,5.1585997367418805,2.918960211362891,,30.0,False,,75650_queen_1,3.784091206195223,0.0,75650,25
118,148,1,425,1,10.988940374324391,7.000000000000001,1.0,2.0,63.0,False,,75650_queen_1,3.9999999999999973,3.3991035453008465,75650,21
148,177,1,448,0,12.000000000000005,4.999999999999998,5.999999999999998,8.0,86.0,False,,75650_queen_1,4.999999999999998,8.999999999999998,75650,22
177,207,1,493,0,10.000000000000007,4.999999999999999,5.999999999999998,8.0,131.0,False,,75650_queen_1,4.999999999999999,9.000000000000002,75650,22
0,30,1,547,0,10.000000000000002,4.999999999999999,6.0,,185.0,False,,75650_queen_1,4.999999999999999,9.000000000000002,75650,21
0,28,1,607,0,10.000000000000002,4.999999999999999,6.0,,245.0,False,,75650_queen_1,4.999999999999999,9.000000000000002,75650,21
28,58,0,621,0,10.000000000000002,4.999999999999999,6.0,,259.0,False,,75650_queen_1,4.999999999999999,9.000000000000002,75650,21
0,29,1,2,0,,,,,,,,,,,75662,27
29,59,1,36,0,,2.6254261182433294,,,,,,,,,75662,23
59,89,1,62,0,,5.999999999999998,,,,,,,,,75662,23
89,118,1,93,1,,5.999999999999998,2.9999999999999996,,,,,,,,75662,23
118,148,1,119,0,,6.000000000000001,3.0000000000000004,,,,,,,,75662,23
0,30,1,208,0,,6.0,3.0000000000000004,,,,,,,,75662,23
30,57,1,229,0,,6.0,3.0000000000000004,,,,,,,,75662,23
0,29,1,302,0,,6.0,2.9999999999999996,,,,,,,2.0,75662,20
29,59,1,334,0,7.292613538573738,4.25578264690633,3.852796250032895,,,,,,4.641588833612777,0.0,75662,25
59,88,1,362,0,11.752803014571814,5.876401507285906,4.184230999051216,,,,,,4.999999999999999,0.0,75662,21
88,118,1,392,0,22.8918131015422,11.000000000000007,12.000000000000005,,,,,,4.999999999999999,0.0,75662,25
118,148,1,425,1,25.736239562579698,5.549021795570024,17.169413275820133,0.0,0.0,False,,,3.5360208609744506,2.5214686466427243,75662,21
148,177,1,448,1,20.984828745112456,6.0,16.397661922141086,1.0,23.0,False,,75662_queen_0,4.843125429634987,1.169930812758687,75662,22
177,207,1,493,0,10.000000000000007,5.999999999999998,15.999999999999998,1.0,68.0,False,,75662_queen_0,4.999999999999999,1.0,75662,22
0,30,1,547,0,10.000000000000002,6.0,15.999999999999998,,122.0,False,,75662_queen_0,4.999999999999999,1.0,75662,21
0,28,1,607,0,10.000000000000002,6.0,15.999999999999998,,182.0,False,,75662_queen_0,4.999999999999999,1.0,75662,21
28,58,0,621,0,10.000000000000002,6.0,15.999999999999998,,196.0,False,,75662_queen_0,4.999999999999999,1.0,75662,21
0,29,1,2,0,,,,,,,,,,,75663,27
29,59,1,36,0,,2.6606241163962436,,,,,,,,,75663,23
59,89,1,62,0,,4.999999999999999,,,,,,,,,75663,23
89,118,1,93,1,,5.999999999999998,2.0,,,,,,,,75663,23
118,148,1,119,0,,6.000000000000001,2.0,,,,,,,,75663,23
0,30,1,208,0,,6.0,2.0,,,,,,,,75663,23
30,57,1,229,0,,6.0,2.0,,,,,,,,75663,23
0,29,1,302,0,,6.0,2.0,,,,,,,2.0,75663,20
29,59,1,334,0,13.038007456780303,4.662709646154316,6.677902634011828,,,,,,4.601616955551457,9.734072922833779,75663,25
59,88,1,362,0,11.489125293076055,7.483314773547881,6.999999999999999,,,,,,4.999999999999999,3.464101615137755,75663,21
88,118,1,392,0,19.393855651753597,8.585814486631534,10.756537569325706,,,,,,4.999999999999999,5.403840154082452,75663,25
118,148,1,425,0,23.549427846166886,8.578326914222687,7.999999999999995,0.0,,,,,4.565497898223428,5.305200982870679,75663,21
148,177,1,448,0,17.670343227532545,6.3762441669408165,9.670824410682991,3.0,,,,,4.999999999999999,2.21913894413569,75663,22
177,207,1,493,0,10.000000000000007,5.999999999999998,10.000000000000007,3.0,,,,,4.999999999999999,2.0,75663,22
0,30,1,547,0,10.000000000000002,6.0,10.000000000000002,,,,,,4.999999999999999,2.0,75663,21
0,28,1,607,0,10.000000000000002,6.0,10.000000000000002,,,,,,4.999999999999999,2.0,75663,21
28,58,0,621,0,10.000000000000002,6.0,10.000000000000002,,,,,,4.999999999999999,2.0,75663,21
0,29,1,2,0,,,,,,,,,,,75728,27
29,59,1,36,0,,3.976645140830676,,,,,,,,,75728,23
59,89,1,66,0,,5.313292845913055,,,,,,,,,75728,23
89,118,1,93,1,,4.126724466122898,1.0,,,,,,,,75728,23
118,148,1,119,0,,4.0,1.0,,,,,,,,75728,23
0,30,1,208,0,,4.0,1.0,,,,,,,,75728,23
30,57,1,229,0,,4.0,1.0,,,,,,,,75728,23
0,29,1,302,0,,4.0,1.0,,,,,,,,75728,20
29,59,1,334,0,9.357597838268935,5.30457273173868,4.787669759025355,,9.0,False,,75728_queen_0,5.000000000000002,0.0,75728,25
59,88,1,362,0,11.467413559805095,7.505069321330009,5.872963824573492,,37.0,False,,75728_queen_0,5.000000000000002,0.0,75728,21
88,118,1,392,0,9.044623519256387,3.414630271985077,9.044623519256387,,67.0,False,,75728_queen_0,4.0,0.0,75728,25
118,148,1,425,0,11.509136392201974,6.5007517414051925,4.452221859093993,0.0,100.0,False,,75728_queen_0,3.999999999999999,1.0,75728,21
148,177,1,448,0,11.152167919741288,6.147829239071267,7.170656769102845,6.0,123.0,False,,75728_queen_0,4.0,1.7926641922757116,75728,22
177,207,1,493,0,9.000000000000002,5.999999999999998,7.999999999999998,6.0,168.0,False,,75728_queen_0,4.0,2.0,75728,22
0,30,1,547,0,9.000000000000002,6.0,7.999999999999998,,222.0,False,,75728_queen_0,4.0,2.0,75728,21
0,28,1,607,0,9.000000000000002,6.0,7.999999999999998,,282.0,False,,75728_queen_0,4.0,2.0,75728,21
28,58,0,621,0,9.000000000000002,6.0,7.999999999999998,,296.0,False,,75728_queen_0,4.0,2.0,75728,21
0,29,1,2,0,,,,,,,,,,,75732,27
29,59,1,36,0,,3.5295983790448355,,,,,,,,,75732,23
59,89,1,66,0,,5.999999999999998,,,,,,,,,75732,23
89,118,1,93,0,,4.137464332527666,2.0,,,,,,,,75732,23
118,148,1,119,0,,4.0,2.0,,,,,,,,75732,23
0,30,1,208,0,,4.0,2.0,,,,,,,,75732,23
30,57,1,229,0,,4.0,2.0,,,,,,,,75732,23
0,29,1,302,0,,4.0,2.0,,,,,,,,75732,20
29,59,1,334,0,5.966323247691914,3.7147781947123213,1.8846357479837614,,9.0,False,,75732_queen_0,3.9504136528338623,0.0,75732,25
59,88,1,362,0,9.528571931533374,5.9996054412288355,2.0,,37.0,False,,75732_queen_0,4.999999999999999,0.0,75732,21
88,118,1,392,0,20.83385886904263,7.845851929425868,8.07540115579414,,67.0,False,,75732_queen_0,4.016908773875971,2.971988578273895,75732,25
118,148,1,425,1,16.91624461483373,1.796654912379124,10.454820635789996,0.0,100.0,False,,75732_queen_0,2.0945882456412535,0.0,75732,21
148,177,1,448,1,9.61668384101081,0.0,9.14336660052978,1.0,123.0,True,,75732_queen_0,1.2311444133449163,0.0,75732,22
177,207,1,493,0,5.999999999999998,0.0,9.000000000000002,1.0,45.0,False,,75732_queen_1,1.0,0.0,75732,22
0,30,1,547,0,6.0,0.0,9.000000000000002,,99.0,False,,75732_queen_1,1.0,0.0,75732,21
0,28,1,607,0,6.0,0.0,9.000000000000002,,159.0,False,,75732_queen_1,1.0,0.0,75732,21
28,58,0,621,0,6.0,0.0,9.000000000000002,,173.0,False,,75732_queen_1,1.0,0.0,75732,21
0,29,1,0,0,6.0,4.0,,,,,,,,,76518,9
29,59,1,32,0,6.0,2.452269686519861,,,,,,,,,76518,9
59,89,1,58,0,5.999999999999998,4.427004844605505,,,,,,,,,76518,9
89,118,1,95,1,6.0,7.000000000000001,5.000000000000001,,,,,,,,76518,24
118,148,1,109,0,5.999999999999998,6.999999999999999,4.999999999999999,,,,,,,,76518,23
0,30,1,177,0,6.0,6.999999999999999,4.999999999999999,,,,,,,,76518,23
30,60,1,205,0,6.0,6.999999999999999,4.999999999999999,,,,,,,,76518,23
60,87,1,243,0,6.000000000000001,6.999999999999999,4.999999999999999,,,,,,,,76518,23
0,29,1,306,0,5.999999999999998,4.454959441535098,3.0671522403625833,,,,,,4.999999999999998,0.0,76518,19
29,59,1,327,0,6.999999999999999,3.999999999999999,2.867910496031654,,14.0,False,,76518_queen_0,4.452221859093995,0.0,76518,20
59,88,1,358,0,11.224972160321819,4.472135954999579,2.0,,45.0,False,,76518_queen_0,5.000000000000001,0.0,76518,19
88,118,1,394,0,19.34546840487875,8.968997221411001,5.850163011440941,,81.0,False,,76518_queen_0,4.699488122246714,0.0,76518,21
118,148,1,428,0,25.000000000000018,8.399560218495177,8.399560218495177,1.0,115.0,False,,76518_queen_0,4.386929815355091,0.0,76518,22
148,177,1,460,0,21.78514714499252,3.7806618476759475,17.569139769275196,3.0,147.0,False,,76518_queen_0,4.192394082667882,0.0,76518,22
177,207,1,487,0,12.0,3.0000000000000004,21.0,3.0,174.0,False,,76518_queen_0,4.0,4.0,76518,22
0,28,1,604,0,12.0,3.0000000000000004,21.0,,291.0,False,,76518_queen_0,4.0,4.0,76518,20
28,58,0,618,0,12.0,3.0000000000000004,21.0,,305.0,False,,76518_queen_0,4.0,4.0,76518,20
0,29,1,0,0,,,,,,,,,,,76519,27
29,59,1,21,0,,1.7817974362806785,,,,,,,,,76519,23
59,89,1,63,0,,3.872983346207417,,0.0,,,,,,,76519,23
89,118,1,91,0,,2.9999999999999996,1.0,0.0,,,,,,,76519,23
118,148,1,116,0,,3.0000000000000004,1.0,0.0,,,,,,,76519,23
0,30,1,205,0,,3.0000000000000004,1.0,,,,,,,,76519,23
30,57,1,226,0,,3.0000000000000004,1.0,,,,,,,,76519,23
57,87,0,271,0,,3.0000000000000004,1.0,,,,,,,,76519,3
0,29,1,0,0,,,,,,,,,,,76520,27
29,59,1,21,0,,1.414213562373095,,,,,,,,,76520,23
59,89,1,63,0,,2.7407019694402477,,0.0,,,,,,,76520,23
89,118,1,91,0,,2.9999999999999996,,0.0,,,,,,,76520,23
118,148,1,116,0,,3.0000000000000004,,0.0,,,,,,,76520,23
0,30,1,205,0,,3.0000000000000004,,,,,,,,,76520,23
30,57,1,226,0,,3.0000000000000004,,,,,,,,,76520,23
0,29,0,288,0,,3.0000000000000004,,,,,,,,,76520,20
0,29,1,0,0,,,,,,,,,,,76521,27
29,59,1,21,0,,2.23606797749979,,,,,,,,,76521,23
59,89,1,63,0,,5.522805833526034,,0.0,,,,,,,76521,23
89,118,1,91,0,,5.549021795570024,,0.0,,,,,,,76521,23
118,148,1,116,0,,6.000000000000001,,13.0,,,,,,,76521,23
0,30,1,205,0,,6.0,,,,,,,,,76521,23
30,57,1,226,0,,6.0,,,,,,,,,76521,23
57,87,0,271,0,,6.0,,,,,,,,,76521,3
0,29,1,0,0,,,,,,,,,,,76522,27
29,59,1,33,0,,3.9751899980737324,,,,,,,,,76522,23
59,89,1,63,0,,5.3946365459939924,,,,,,,,,76522,23
89,118,1,90,1,,4.0,,,,,,,,,76522,23
118,148,1,116,0,,4.0,,,,,,,,,76522,23
0,30,1,205,0,,4.0,,,,,,,,,76522,23
30,57,1,226,0,,4.0,,,,,,,,,76522,23
57,87,1,271,0,,4.0,,,,,,,,,76522,3
87,116,1,299,0,,4.0,,,,,,,,0.0,76522,20
116,146,1,331,0,5.281299553811908,3.0000000000000004,3.612380816589105,,9.0,False,,76522_queen_0,4.0,0.0,76522,25
146,175,1,359,0,10.0334168206276,4.982447791514326,3.505874807931947,,37.0,False,,76522_queen_0,4.4307483112308494,0.0,76522,21
175,205,1,389,0,21.71008662787228,11.539218411452877,4.800661206439508,,67.0,False,,76522_queen_0,4.999999999999999,2.92817139189125,76522,25
205,235,1,422,1,21.303056713826393,8.034363167669184,6.4700370708556125,0.0,100.0,False,,76522_queen_0,4.520684431996795,1.9999999999999991,76522,21
235,264,1,445,1,14.857475713153518,6.419479163601977,9.634924839989958,2.0,123.0,False,,76522_queen_0,4.999999999999999,3.5635948725613567,76522,22
264,294,1,490,0,10.000000000000007,5.999999999999998,10.000000000000007,2.0,168.0,False,,76522_queen_0,4.999999999999999,4.0,76522,22
0,30,1,544,0,10.000000000000002,6.0,10.000000000000002,,222.0,False,,76522_queen_0,4.999999999999999,4.0,76522,21
0,28,1,604,0,10.000000000000002,6.0,10.000000000000002,,282.0,False,,76522_queen_0,4.999999999999999,4.0,76522,21
28,58,0,618,0,10.000000000000002,6.0,10.000000000000002,,296.0,False,,76522_queen_0,4.999999999999999,4.0,76522,21
0,29,1,1,0,3.0000000000000004,2.0,,,,,,,,,76523,26
29,59,1,26,0,3.0000000000000004,5.241482788417794,,,,,,,,,76523,1
59,89,1,60,0,3.0000000000000004,3.1993040243037774,,,,,,,,,76523,1
89,118,1,95,1,2.9999999999999996,5.999999999999998,2.0,,,,,,,,76523,24
118,148,1,109,0,3.0000000000000004,6.0,2.0,,,,,,,,76523,23
0,30,1,177,0,3.0000000000000004,6.0,2.0,,,,,,,,76523,23
30,60,1,205,0,3.0000000000000004,6.0,2.0,,,,,,,,76523,23
60,87,1,243,0,3.0000000000000004,6.0,2.0,,,,,,,,76523,23
0,29,1,306,0,5.196152422706631,5.4772255750516585,2.449489742783178,,,,,,4.999999999999998,1.1861219635294487,76523,19
29,59,1,327,0,9.000000000000005,3.5360208609744515,3.000000000000001,,14.0,False,,76523_queen_0,5.000000000000001,0.0,76523,20
59,88,1,358,0,12.37883032124872,6.812773561598855,4.0,,45.0,True,,76523_queen_0,4.498474482874332,0.0,76523,19
88,118,1,397,1,22.08180382542009,8.264203972645527,5.36505713502918,,39.0,False,,76523_queen_1,4.629699023477542,0.0,76523,21
118,148,1,428,1,19.000000000000014,5.999999999999998,5.999999999999998,,70.0,False,,76523_queen_1,4.999999999999998,6.9999999999999964,76523,22
148,177,1,453,1,18.000000000000004,2.9999999999999996,11.000000000000007,,95.0,False,,76523_queen_1,4.0,4.0,76523,22
177,207,1,487,0,9.000000000000002,3.0000000000000004,11.000000000000002,,129.0,False,,76523_queen_1,4.0,4.0,76523,22
0,28,1,604,0,9.000000000000002,3.0000000000000004,11.000000000000002,,246.0,False,,76523_queen_1,4.0,4.0,76523,20
28,58,1,639,1,6.640091518201929,3.0000000000000004,11.000000000000002,,281.0,False,,76523_queen_1,4.0,4.0,76523,20
58,87,1,667,1,4.0,2.4788758694563695,4.0,,309.0,False,,76523_queen_1,4.0,0.0,76523,9
87,117,1,704,0,5.42325941372084,3.326373848256324,2.265749649737062,,346.0,False,,76523_queen_1,1.8910941014349418,1.0,76523,10
117,146,1,730,0,7.8407523750453665,4.94650292109839,2.875493394890036,,372.0,False,,76523_queen_1,3.9203761875226846,1.0,76523,10
146,176,1,758,0,16.23745228113982,4.0,4.771131738786487,,400.0,False,,76523_queen_1,2.9592208926468717,2.1793482325103612,76523,11
176,206,1,789,0,14.345090451429183,6.0,4.0,,431.0,False,,76523_queen_1,3.5926988371582866,1.0,76523,11
206,235,1,821,0,15.53364888463126,6.449632881615834,7.999999999999998,,463.0,False,,76523_queen_1,4.0,0.0,76523,11
235,265,1,847,0,13.553181463786421,7.999999999999995,7.999999999999995,,489.0,False,,76523_queen_1,4.0,0.0,76523,11
265,294,1,882,0,12.0,7.999999999999998,7.999999999999998,,524.0,False,,76523_queen_1,4.0,0.0,76523,1
0,30,1,992,0,6.000000000000001,7.999999999999998,7.999999999999998,,634.0,False,,76523_queen_1,4.0,0.0,76523,11
30,59,1,1030,0,12.0,6.0,7.999999999999998,,672.0,False,,76523_queen_1,4.0,1.0,76523,9
59,89,1,1065,0,12.0,4.999999999999999,4.898979485566356,,707.0,False,,76523_queen_1,4.472135954999578,2.82842712474619,76523,11
89,118,1,1096,0,9.832980946541545,1.2809549221054153,2.9999999999999996,,718.0,True,,76523_queen_1,4.0,2.0,76523,12
118,148,1,1115,1,13.0,1.0,2.9999999999999996,,32.0,False,,76523_queen_2,4.0,2.0,76523,12
148,178,1,1154,0,11.530854416802507,1.0,4.366959548526563,3.0,71.0,False,,76523_queen_2,4.0,0.0,76523,12
178,207,1,1171,1,6.999999999999999,1.0,6.0,0.0,88.0,False,,76523_queen_2,4.0,0.0,76523,13
207,237,1,1213,0,6.999999999999999,1.0,6.000000000000001,9.0,130.0,False,,76523_queen_2,4.0,0.0,76523,13
0,29,1,1,0,3.0000000000000004,2.0,,,,,,,,,76524,26
29,59,1,25,0,3.0000000000000004,2.5214686466427243,,,,,,,,,76524,18
59,89,1,57,0,2.9999999999999996,3.249009585424942,,,,,,,,,76524,16
89,118,1,92,1,3.000000000000001,4.308869380063767,,,,,,,,,76524,23
118,148,1,117,0,6.999999999999999,2.0,,,,,,,,,76524,22
0,27,1,232,0,6.999999999999999,2.0,,,,,,,,,76524,22
27,57,0,250,0,6.999999999999999,2.0,,,,,,,,,76524,16
0,29,1,1,0,3.0000000000000004,2.0,,,,,,,,,76525,26
29,59,1,25,0,3.0000000000000004,3.0000000000000004,,,,,,,,,76525,18
59,89,0,57,0,3.0000000000000004,3.0000000000000004,,,,,,,,,76525,16
0,29,1,1,0,3.0000000000000004,2.0,,,,,,,,,76526,26
29,59,1,26,0,3.0000000000000004,2.328435530921797,,,,,,,,,76526,1
59,89,1,60,0,3.0000000000000004,4.472135954999579,,,,,,,,,76526,1
89,118,1,95,1,2.9999999999999996,4.999999999999999,1.0,,,,,,,,76526,24
118,148,1,109,0,3.0000000000000004,4.999999999999999,1.0,,,,,,,,76526,23
0,30,1,177,0,3.0000000000000004,4.999999999999999,1.0,,,,,,,,76526,23
30,60,1,205,0,3.0000000000000004,4.999999999999999,1.0,,,,,,,,76526,23
60,87,1,243,0,3.0000000000000004,4.999999999999999,1.0,,,,,,,,76526,23
0,29,1,306,0,4.713847628826848,4.999999999999998,1.447269237440378,,,,,,4.999999999999998,0.0,76526,19
29,59,1,327,0,7.730512509776914,4.598632978267701,3.0844216508158806,,14.0,False,,76526_queen_0,4.999999999999999,0.0,76526,20
59,88,1,358,0,15.205150466394644,7.000000000000001,4.453693931434073,,45.0,False,,76526_queen_0,5.000000000000001,1.0,76526,19
88,118,1,397,0,24.869180052720584,12.100074130133018,10.382643973195467,,84.0,False,,76526_queen_0,5.000000000000003,2.0,76526,21
118,148,1,428,0,28.1739303873762,6.677372761667467,13.999999999999996,0.0,115.0,False,,76526_queen_0,4.160655503768918,0.0,76526,22
148,177,1,454,0,19.000000000000004,3.000000000000001,17.00000000000001,4.0,141.0,False,,76526_queen_0,4.999999999999999,2.0,76526,22
177,207,1,487,0,9.000000000000002,3.0000000000000004,17.0,4.0,174.0,False,,76526_queen_0,4.999999999999999,2.0,76526,22
0,28,1,604,0,9.000000000000002,3.0000000000000004,17.0,,291.0,False,,76526_queen_0,4.999999999999999,2.0,76526,20
28,58,0,639,0,9.000000000000002,3.0000000000000004,17.00000000000001,,326.0,False,,76526_queen_0,4.999999999999999,2.0,76526,20
0,29,1,0,0,10.000000000000002,3.0000000000000004,,,,,,,,,77142,31
29,59,1,24,0,10.000000000000007,1.640670712015276,,,,,,,,,77142,30
59,89,1,62,0,10.000000000000002,5.173881623178878,,1.0,,,,,,,77142,31
89,118,1,90,1,10.000000000000002,4.999999999999998,1.0,1.0,,,,,,,77142,33
118,148,1,100,0,10.000000000000002,4.999999999999999,1.0,30.0,,,,,,,77142,33
148,177,1,126,0,10.000000000000002,4.999999999999999,1.0,30.0,,,,,,,77142,20
0,27,1,233,0,10.000000000000002,4.999999999999999,1.0,,,,,,,,77142,31
0,29,0,289,0,10.000000000000002,4.999999999999999,1.0,,,,,,,,77142,17
0,29,1,0,0,2.0,2.0,,,,,,,,,77143,31
29,59,1,24,0,2.0,2.0,,,,,,,,,77143,30
59,89,0,49,0,2.0,1.0,,,,,,,,,77143,31
0,30,1,8,0,,1.414213562373095,,,,,,,,,79498,18
30,60,1,40,0,,2.352158045049347,,,,,,,,,79498,16
60,89,1,75,1,,2.4828205642740877,,,,,,,,,79498,23
89,119,1,100,0,2.0,1.0,,,,,,,,,79498,22
0,27,1,215,0,2.0,1.0,,,,,,,,,79498,22
27,57,0,233,0,2.0,1.0,,,,,,,,,79498,16
0,30,1,8,0,,1.3459001926323562,,,,,,,,,79499,30
30,60,1,40,0,,3.365865436338598,,,,,,,,,79499,31
60,89,1,75,1,,4.0,,,,,,,,,79499,33
89,119,1,100,0,7.999999999999998,2.0,,,,,,,,,79499,33
0,27,1,215,0,7.999999999999998,2.0,,,,,,,,,79499,31
27,57,1,233,0,7.999999999999998,2.0,,,,,,,,,79499,3
57,86,0,289,0,7.999999999999998,2.0,,,,,,,,,79499,17
0,30,1,9,0,,3.5199108488303286,,,,,,,,,79564,18
30,60,1,40,0,,5.053798414451223,,,,,,,,,79564,16
60,89,1,75,1,,7.000000000000003,1.0,0.0,,,,,,,79564,23
89,119,1,98,1,,6.9999999999999964,1.0,0.0,,,,,,,79564,22
119,148,1,117,0,,6.999999999999999,1.0,22.0,,,,,,,79564,0
0,27,1,215,0,,6.999999999999999,1.0,,,,,,,,79564,22
0,29,0,272,0,,6.999999999999999,1.0,,,,,,,,79564,8
0,30,1,9,0,,2.2894284851066637,,,,,,,,,79565,30
30,60,1,40,0,,2.620741394208897,,,,,,,,,79565,31
60,89,1,75,1,,2.9999999999999996,,,,,,,,,79565,33
89,119,1,98,1,,3.0000000000000004,,,,,,,,,79565,33
119,148,1,117,0,,3.0000000000000004,,,,,,,,,79565,20
0,27,1,215,0,,3.0000000000000004,,,,,,,,,79565,31
0,29,0,289,0,,3.0000000000000004,,,,,,,,,79565,17
0,30,1,9,0,,2.0,,,,,,,,,79567,30
30,60,1,40,0,,3.63424118566428,,,,,,,,,79567,31
60,89,1,75,1,,4.999999999999999,2.0,,,,,,,,79567,33
89,119,1,100,1,,4.999999999999999,2.0,,,,,,,,79567,33
119,148,1,117,0,,4.999999999999999,2.0,,,,,,,,79567,20
0,27,1,215,0,,4.999999999999999,2.0,,,,,,,,79567,31
0,29,0,289,0,,4.999999999999999,2.0,,,,,,,,79567,17
0,30,1,8,0,,1.4697344922755988,,,,,,,,,79586,18
