time1,time2,state,hive_age,cubee,fob,fobr,foh,varroa,queen_age,queen_state,queen_cubee,queen_id,brood_pattern,stings,hid,hive_interacted
28,58,1,316,1,3.335172897047771,4.999999999999999,2.0,,242.0,False,,160752_queen_1,4.999999999999999,0.0,160752,23
58,87,0,329,0,3.0000000000000004,4.999999999999999,2.0,,255.0,False,,160752_queen_1,4.999999999999999,0.0,160752,14
0,30,1,0,0,2.9999999999999996,2.0,1.0,,,,,,4.0,,160753,14
30,59,1,35,0,3.872983346207417,1.7320508075688774,2.4494897427831783,,14.0,False,,160753_queen_0,2.82842712474619,0.0,160753,19
59,89,1,60,0,5.042937293285447,3.000000000000001,2.3795655789687724,,39.0,False,,160753_queen_0,3.536020860974453,0.0,160753,23
89,119,1,101,0,2.9999999999999996,0.0,1.9999999999999996,0.0,65.0,True,,160753_queen_0,1.7857226019830637,0.0,160753,25
119,148,1,130,0,3.000000000000001,2.0,2.0,0.0,44.0,False,,160753_queen_1,4.0,0.0,160753,26
148,178,0,163,0,3.0000000000000004,2.0,2.0,1.0,77.0,False,,160753_queen_1,4.0,0.0,160753,18
0,30,1,0,0,5.999999999999998,2.9999999999999996,2.9999999999999996,,,,,,4.0,0.0,162341,14
30,59,1,31,0,5.9996054412288355,1.6545525873424156,4.513910200971005,,14.0,False,,162341_queen_0,2.747907294916178,0.0,162341,19
59,89,1,68,1,14.15617408284166,5.607135784714147,5.766994488348487,,51.0,False,,162341_queen_0,3.999999999999999,0.0,162341,23
89,119,1,97,1,16.595674317690825,4.536375568053786,8.29783715884542,,80.0,False,,162341_queen_0,4.665460137123919,0.0,162341,25
119,148,1,126,0,12.000000000000005,5.999999999999998,9.999999999999993,,109.0,False,,162341_queen_0,4.0,1.0,162341,26
148,178,1,159,0,10.30853320886445,5.999999999999998,10.000000000000007,,142.0,False,,162341_queen_0,4.0,1.0,162341,18
0,30,1,209,0,10.000000000000002,6.0,10.000000000000002,,192.0,False,,162341_queen_0,4.0,1.0,162341,24
0,28,1,280,0,10.000000000000002,6.0,10.000000000000002,,263.0,False,,162341_queen_0,4.0,1.0,162341,24
28,58,1,310,1,10.000000000000007,5.999999999999998,10.000000000000007,,293.0,False,,162341_queen_0,4.0,1.0,162341,23
58,87,1,340,0,11.301535863243268,5.999999999999998,9.999999999999993,,323.0,False,,162341_queen_0,4.0,0.0,162341,14
87,117,1,367,1,13.287345712425738,3.436907084054612,3.7799136540973737,,350.0,False,,162341_queen_0,4.000000000000001,0.0,162341,24
117,146,1,402,0,11.48164574972272,5.077419947597921,3.9557334640395183,,385.0,False,,162341_queen_0,3.377276490412595,1.330312058198122,162341,42
146,176,1,420,0,19.999999999999996,4.999999999999999,8.999999999999998,,403.0,False,,162341_queen_0,4.999999999999999,1.0,162341,36
176,206,1,452,0,20.15425817260544,4.0,11.00000000000001,,435.0,False,,162341_queen_0,3.4378024858527216,0.0,162341,36
206,235,1,493,0,20.321330514609507,3.4998765086303245,9.488132002942931,48.0,476.0,False,,162341_queen_0,3.9442896425663365,0.0,162341,34
235,265,1,504,0,17.999999999999996,3.0000000000000004,7.999999999999998,20.0,487.0,False,,162341_queen_0,3.0000000000000004,1.0,162341,34
265,294,1,537,0,17.999999999999996,3.0000000000000004,7.999999999999998,38.0,520.0,False,,162341_queen_0,3.0000000000000004,1.0,162341,18
0,30,0,658,0,17.999999999999996,3.0000000000000004,7.999999999999998,,641.0,False,,162341_queen_0,3.0000000000000004,1.0,162341,30
0,30,1,0,0,12.0,4.0,4.0,,,,,,4.999999999999999,10.000000000000002,162481,25
30,59,1,28,0,6.324555320336758,1.0,1.7320508075688774,,14.0,False,,162481_queen_0,2.82842712474619,0.0,162481,21
59,89,1,58,0,7.642536124313583,4.846984605403935,3.4379753739669967,,44.0,False,,162481_queen_0,4.999999999999999,0.0,162481,25
89,119,1,91,0,15.00112639552091,6.463539246865843,1.431215958721113,0.0,77.0,False,,162481_queen_0,3.9999999999999973,0.0,162481,21
119,148,1,114,0,11.3165952954865,1.0,7.000000000000001,1.0,99.0,True,,162481_queen_0,1.0,2.0,162481,22
148,178,1,159,0,7.999999999999998,1.0,6.999999999999999,1.0,46.0,False,,162481_queen_1,1.0,2.0,162481,22
0,30,1,213,0,7.999999999999998,1.0,6.999999999999999,,100.0,False,,162481_queen_1,1.0,2.0,162481,21
0,28,1,273,0,7.999999999999998,1.0,6.999999999999999,,160.0,False,,162481_queen_1,1.0,2.0,162481,21
28,58,0,287,0,7.999999999999998,1.0,6.999999999999999,,174.0,False,,162481_queen_1,1.0,2.0,162481,21
0,30,1,0,0,4.0,2.9999999999999996,4.0,,0.0,False,,,4.0,8.999999999999998,162523,25
30,59,1,28,0,3.872983346207417,1.414213562373095,4.472135954999578,,14.0,True,,162523_queen_0,3.464101615137755,0.0,162523,21
59,89,1,58,0,7.808222083567455,5.000000000000002,3.0000000000000018,,44.0,False,,162523_queen_1,4.0,1.8607037415819918,162523,25
89,119,1,91,1,8.008815548046144,6.0,1.379634120345405,1.0,77.0,False,,162523_queen_1,4.507918645518078,1.4496597108654288,162523,21
119,148,1,114,1,10.593806282820427,4.315956932984198,3.0844216508158815,1.0,100.0,False,,162523_queen_1,4.999999999999999,2.0,162523,22
148,178,1,159,0,7.999999999999998,4.0,4.0,1.0,145.0,False,,162523_queen_1,4.999999999999998,2.0,162523,22
0,30,1,213,0,7.999999999999998,4.0,4.0,,199.0,False,,162523_queen_1,4.999999999999999,2.0,162523,21
0,28,1,273,0,7.999999999999998,4.0,4.0,,259.0,False,,162523_queen_1,4.999999999999999,2.0,162523,21
28,58,0,287,0,7.999999999999998,4.0,4.0,,273.0,False,,162523_queen_1,4.999999999999999,2.0,162523,21
0,30,1,0,0,2.9999999999999996,2.0,2.0,,,,,,2.9999999999999996,0.0,167461,14
30,59,1,24,0,2.82842712474619,1.0,2.4494897427831783,,,False,,,3.464101615137755,0.0,167461,19
59,89,1,49,0,4.382329180366445,2.360844207796141,3.374679676712745,,25.0,False,,167461_queen_0,4.563783133773537,0.0,167461,23
89,119,1,90,1,7.642536124313594,3.4379753739669954,2.999999999999999,11.0,66.0,False,,167461_queen_0,3.9999999999999982,0.0,167461,25
119,148,1,119,0,7.000000000000001,4.0,2.0,0.0,95.0,False,,167461_queen_0,4.999999999999999,0.0,167461,26
148,178,1,152,1,7.573421572769194,2.0,3.000000000000001,2.0,128.0,False,,167461_queen_0,4.0,0.0,167461,18
0,30,1,202,0,6.0,2.0,3.0000000000000004,2.0,178.0,False,,167461_queen_0,4.0,0.0,167461,24
0,28,1,273,0,6.0,2.0,3.0000000000000004,,249.0,False,,167461_queen_0,4.0,0.0,167461,24
28,58,0,301,0,6.0,2.0,3.0000000000000004,,277.0,False,,167461_queen_0,4.0,0.0,167461,23
0,29,1,20,0,3.6667062653726625,1.523239564979956,1.8818948720104403,,0.0,False,,,3.2730139351184864,0.0,170825,19
29,59,1,57,0,12.237052447444585,4.9391404302103705,5.949506090654859,,37.0,False,,170825_queen_0,4.373448295773108,0.0,170825,23
59,89,1,86,0,18.35919037519983,6.745758829800864,4.999999999999999,1.0,66.0,False,,170825_queen_0,3.999999999999999,1.0,170825,25
89,118,1,115,0,13.0,6.0,9.999999999999998,3.0,70.0,True,,170825_queen_0,4.0,1.0,170825,26
118,148,1,148,0,11.065294937780733,2.0,9.999999999999998,0.0,30.0,True,,170825_queen_1,4.0,0.0,170825,18
0,30,1,198,0,7.999999999999998,2.0,10.000000000000002,0.0,78.0,False,,170825_queen_2,4.0,0.0,170825,24
0,28,1,269,0,7.999999999999998,2.0,10.000000000000002,,149.0,False,,170825_queen_2,4.0,0.0,170825,24
28,58,0,299,0,7.999999999999998,2.0,10.000000000000002,,179.0,False,,170825_queen_2,4.0,0.0,170825,23
0,29,1,20,0,4.021934562360515,0.0,1.7239456424939554,,0.0,False,,,2.3202587723203254,0.0,170826,19
29,59,1,57,0,7.118239667872548,3.6094332437038754,2.876421304263863,,37.0,False,,170826_queen_0,4.691172785435413,0.0,170826,23
59,89,1,86,0,11.084481622194604,5.99864361778725,3.000000000000001,,66.0,False,,170826_queen_0,3.9999999999999973,0.0,170826,25
89,118,1,115,0,15.999999999999998,6.999999999999999,6.0,,95.0,False,,170826_queen_0,4.0,0.0,170826,26
118,148,1,148,0,11.214602798822819,1.0,12.0,,128.0,False,,170826_queen_0,2.0,1.0,170826,18
0,30,1,198,0,9.000000000000002,1.0,12.0,,178.0,False,,170826_queen_0,2.0,1.0,170826,24
0,28,1,269,0,9.000000000000002,1.0,12.0,,249.0,False,,170826_queen_0,2.0,1.0,170826,24
28,58,1,299,0,7.360832477580962,1.0,12.0,,279.0,False,,170826_queen_0,2.0,1.0,170826,23
58,87,1,329,0,9.49229483933702,1.0,12.000000000000005,,309.0,False,,170826_queen_0,2.0,2.215094813998509,170826,14
87,117,1,356,0,13.497118909488002,2.6167119174960467,4.792248785474456,,336.0,False,,170826_queen_0,2.403782098449308,1.9561985473946486,170826,24
117,146,1,381,0,10.740994986439425,4.728708045015877,5.421612021659069,,361.0,False,,170826_queen_0,3.2237097954706253,1.0,170826,42
146,176,1,409,0,15.014288956950482,6.0,7.000000000000001,,389.0,False,,170826_queen_0,2.4259563152821,1.4377466974450177,170826,36
176,206,1,447,0,17.198688799675203,6.9999999999999964,2.9999999999999996,,427.0,False,,170826_queen_0,4.331823073688682,1.0,170826,36
206,235,1,482,0,15.826591759375283,7.000000000000001,3.000000000000001,,462.0,False,,170826_queen_0,4.401420420561973,0.0,170826,34
235,265,1,493,0,12.016856595524713,6.999999999999998,2.9999999999999996,,473.0,False,,170826_queen_0,4.999999999999999,0.0,170826,34
0,30,1,651,1,10.908712114635716,6.999999999999999,3.0000000000000004,,631.0,False,,170826_queen_0,4.999999999999999,2.0,170826,30
30,59,1,696,0,4.29574557581765,2.855849013580025,2.9999999999999996,,676.0,False,,170826_queen_0,3.5889194921533827,0.0,170826,14
59,89,1,727,0,5.621492773629041,3.6396868940211062,2.57331013021766,,707.0,True,,170826_queen_0,4.567537916253488,0.0,170826,21
89,118,1,751,1,3.584420306397523,1.4002789793036055,2.219783429687429,,15.0,True,,170826_queen_1,5.000000000000001,0.0,170826,32
118,148,1,787,0,3.4379753739669967,2.4234923027019675,2.4234923027019675,,18.0,True,,170826_queen_2,4.498474482874334,0.0,170826,33
148,178,1,813,0,5.833716957365669,3.0000000000000004,2.0,,44.0,False,,170826_queen_3,2.0,0.0,170826,35
178,207,1,841,0,8.63169549788412,3.0000000000000004,1.9999999999999998,0.0,72.0,False,,170826_queen_3,1.9999999999999998,0.0,170826,34
207,237,1,862,0,6.0,2.9999999999999996,2.0,8.0,93.0,False,,170826_queen_3,2.0,0.0,170826,31
0,29,1,20,0,5.262359926229596,2.9999999999999996,1.5982250679776537,,20.0,False,,170827_queen_0,4.2994532481225685,0.0,170827,19
29,59,1,51,0,8.774964387392123,5.29150262212918,1.9999999999999998,,51.0,False,,170827_queen_0,4.472135954999579,3.741657386773941,170827,2
59,89,1,79,0,13.201617345636876,5.566051340548119,4.252468521654235,12.0,79.0,False,,170827_queen_0,3.999999999999999,3.8167134668200893,170827,3
89,118,1,100,0,12.0,4.999999999999999,9.000000000000002,9.0,100.0,True,,170827_queen_0,4.0,3.0000000000000004,170827,3
118,148,1,145,0,12.0,4.999999999999998,9.000000000000002,14.0,45.0,False,,170827_queen_1,4.0,3.0000000000000004,170827,3
0,30,1,199,0,12.0,4.999999999999999,9.000000000000002,14.0,99.0,False,,170827_queen_1,4.0,3.0000000000000004,170827,1
0,28,0,269,0,12.0,4.999999999999999,9.000000000000002,,169.0,False,,170827_queen_1,4.0,3.0000000000000004,170827,1
0,29,1,20,0,5.829676042652099,3.944753057218463,1.6084981600629786,,20.0,False,,170828_queen_0,4.631735111428115,0.0,170828,19
29,59,1,48,0,16.995955853709766,8.900988790020413,6.199820644465345,,48.0,False,,170828_queen_0,4.45049439501021,5.895153375127573,170828,23
59,89,1,73,1,21.513075138651402,6.381605689480848,13.162831438874672,,73.0,False,,170828_queen_0,5.000000000000001,1.5518455739153596,170828,25
89,118,1,115,1,18.1897023674887,4.830814411666431,12.504286066759212,0.0,110.0,True,,170828_queen_0,3.121153605699234,0.0,170828,26
0,30,1,198,0,13.999999999999996,3.0000000000000004,13.0,10.0,88.0,False,,170828_queen_1,2.0,0.0,170828,24
0,28,1,269,0,13.999999999999996,3.0000000000000004,13.0,,159.0,False,,170828_queen_1,2.0,0.0,170828,24
28,58,0,299,0,13.999999999999996,3.0000000000000004,13.0,,189.0,False,,170828_queen_1,2.0,0.0,170828,23
0,29,1,20,0,6.699132497404638,3.65421024820643,2.1240701726419906,,20.0,False,,170830_queen_0,5.000000000000001,1.412382716277447,170830,19
29,59,1,48,0,20.250502744220015,9.421869194430231,5.000000000000002,,48.0,False,,170830_queen_0,5.000000000000002,5.101862010858303,170830,23
59,89,1,86,0,20.054148307188534,9.000000000000002,2.9609457049596224,5.0,86.0,False,,170830_queen_0,4.616993736766209,2.2758459260747883,170830,25
89,118,1,115,0,19.631752380872534,5.680088917223433,4.405214134052485,0.0,115.0,False,,170830_queen_0,4.540074418948033,5.035048739498297,170830,26
0,30,1,198,0,17.999999999999996,4.0,4.0,8.0,198.0,False,,170830_queen_0,4.999999999999999,6.0,170830,24
0,28,1,269,0,17.999999999999996,4.0,4.0,,269.0,False,,170830_queen_0,4.999999999999999,6.0,170830,24
28,58,0,299,0,17.999999999999996,4.0,4.0,,299.0,False,,170830_queen_0,4.999999999999999,6.0,170830,23
0,29,1,17,0,6.593532905028937,3.5096972589014657,1.8207400995719845,,17.0,False,,170831_queen_0,5.000000000000001,0.0,170831,5
29,59,1,52,0,14.555737891692594,7.999999999999995,4.173196857737489,,52.0,False,,170831_queen_0,4.495959382795969,0.0,170831,5
59,89,1,85,1,17.99999999999999,9.000000000000005,3.000000000000001,1.0,85.0,False,,170831_queen_0,4.999999999999999,3.000000000000001,170831,5
89,118,1,108,1,7.999999999999995,1.9999999999999993,6.0,3.0,100.0,True,,170831_queen_0,1.0,3.9999999999999973,170831,5
118,148,1,122,1,7.999999999999998,2.0,5.999999999999998,56.0,22.0,False,,170831_queen_1,1.0,4.0,170831,5
0,29,1,17,0,5.837920422725783,2.4047585474025706,2.1300821788799253,,17.0,False,,170832_queen_0,4.427004844605506,0.0,170832,5
29,59,1,52,0,10.04348190993694,5.4510091415735795,4.165953427843967,,52.0,False,,170832_queen_0,4.0,0.0,170832,5
59,89,1,85,0,17.99999999999999,5.999999999999998,5.999999999999998,1.0,85.0,False,,170832_queen_0,4.0,4.0,170832,5
89,118,1,108,0,15.0,5.999999999999998,9.000000000000005,15.0,108.0,False,,170832_queen_0,5.000000000000001,4.0,170832,5
118,148,1,122,0,15.0,5.999999999999998,9.000000000000002,70.0,122.0,False,,170832_queen_0,4.999999999999998,4.0,170832,5
0,30,1,199,0,4.999999999999999,6.0,9.000000000000002,70.0,199.0,False,,170832_queen_0,4.999999999999999,4.0,170832,4
0,29,0,303,0,4.999999999999999,6.0,9.000000000000002,,303.0,False,,170832_queen_0,4.999999999999999,4.0,170832,3
0,29,1,17,0,4.9423522114918335,3.0000000000000018,1.4356848851694506,,17.0,False,,170833_queen_0,5.000000000000002,0.0,170833,5
29,59,1,52,0,9.066882317841259,5.457289618812137,3.912754544418977,,52.0,True,,170833_queen_0,4.492139123558836,0.0,170833,5
59,89,1,85,0,13.000000000000018,6.0,4.192239447470527,10.0,33.0,True,,170833_queen_1,4.454963349958824,0.0,170833,5
89,118,1,108,0,13.0,4.0,6.999999999999999,23.0,23.0,True,,170833_queen_2,4.0,4.999999999999999,170833,5
118,148,1,122,0,13.0,4.0,6.999999999999998,51.0,14.0,False,,170833_queen_3,4.0,4.999999999999999,170833,5
0,30,1,199,0,4.0,4.0,6.999999999999999,51.0,91.0,False,,170833_queen_3,4.0,4.999999999999999,170833,4
0,29,0,303,0,4.0,4.0,6.999999999999999,,195.0,False,,170833_queen_3,4.0,4.999999999999999,170833,3
0,29,1,17,0,5.742739540677799,3.916232150287455,2.3156877714698134,,17.0,False,,170834_queen_0,5.000000000000002,0.0,170834,5
29,59,1,52,0,16.492422502470646,9.000000000000002,5.477225575051661,,52.0,False,,170834_queen_0,5.000000000000001,0.0,170834,5
59,89,1,85,1,24.40865459765839,9.471700552891532,8.914082721536124,15.0,85.0,True,,170834_queen_0,4.457041360768059,0.0,170834,5
89,118,1,108,1,12.000000000000005,3.9999999999999982,6.0,5.0,15.0,True,,170834_queen_1,3.9999999999999982,3.9999999999999982,170834,5
118,148,1,122,1,12.0,4.0,6.0,51.0,22.0,False,,170834_queen_2,4.0,4.0,170834,5
0,30,1,199,0,15.999999999999998,4.0,6.0,51.0,99.0,False,,170834_queen_2,4.0,4.0,170834,4
0,29,0,303,0,15.999999999999998,4.0,6.0,,203.0,False,,170834_queen_2,4.0,4.0,170834,3
0,29,1,17,0,5.822612731368747,3.956301014712822,1.4556531828421873,,17.0,False,,170835_queen_0,4.999999999999999,0.0,170835,5
29,59,1,52,0,15.469681880634777,9.000000000000002,4.4307483112308494,,52.0,False,,170835_queen_0,4.513910200971005,0.0,170835,5
59,89,1,85,1,22.91611415258964,6.338255888450615,8.999999999999998,20.0,85.0,False,,170835_queen_0,3.6491013570802013,1.4199489825583618,170835,5
89,118,1,108,1,13.999999999999991,3.999999999999999,6.0,7.0,108.0,False,,170835_queen_0,3.999999999999999,1.9999999999999998,170835,5
118,148,1,122,1,13.999999999999996,4.0,5.999999999999998,25.0,122.0,False,,170835_queen_0,4.0,2.0,170835,5
0,30,1,199,0,6.999999999999999,4.0,6.0,25.0,199.0,False,,170835_queen_0,4.0,2.0,170835,4
0,29,0,303,0,6.999999999999999,4.0,6.0,,303.0,False,,170835_queen_0,4.0,2.0,170835,3
0,29,1,17,0,5.742739540677799,3.916232150287455,1.0,,17.0,False,,170836_queen_0,5.000000000000002,0.0,170836,5
29,59,1,52,0,14.259519127555063,8.463582596426333,4.1061610636318555,,52.0,False,,170836_queen_0,5.000000000000002,0.0,170836,5
59,89,1,85,0,22.000000000000004,7.999999999999998,7.999999999999998,20.0,85.0,False,,170836_queen_0,4.999999999999999,1.0,170836,5
89,118,1,108,0,21.748134356037223,0.0,10.000000000000002,7.0,108.0,True,,170836_queen_0,3.0000000000000004,7.000000000000001,170836,5
118,148,1,122,0,16.999999999999993,0.0,10.000000000000007,5.0,14.0,False,,170836_queen_1,3.0000000000000004,6.999999999999999,170836,5
0,30,0,199,0,12.0,0.0,10.000000000000002,5.0,91.0,False,,170836_queen_1,3.0000000000000004,6.999999999999999,170836,4
0,29,1,14,0,3.0000000000000004,1.3739536474580891,3.0000000000000004,,,,,,3.505874807931947,0.0,172119,21
29,59,1,44,0,4.800661206439508,2.732080513508791,2.0,,,,,,2.732080513508791,0.0,172119,25
59,89,1,77,1,7.500563197760461,3.9999999999999973,1.0,0.0,,,,,3.839022443595353,0.0,172119,21
89,118,1,100,1,7.999999999999998,4.0,3.1319448823501737,1.0,,,,,4.568990183702838,0.0,172119,22
118,148,1,145,0,6.999999999999999,4.0,4.0,1.0,,,,,4.999999999999998,0.0,172119,22
0,30,1,199,0,6.999999999999999,4.0,4.0,,,,,,4.999999999999999,0.0,172119,21
0,28,1,259,0,6.999999999999999,4.0,4.0,,,,,,4.999999999999999,0.0,172119,21
28,58,0,273,0,6.999999999999999,4.0,4.0,,,,,,4.999999999999999,0.0,172119,21
0,29,1,20,0,,,,,,,,,,0.0,172187,3
29,59,1,51,0,,,,,,,,,,1.9579730911015185,172187,3
59,89,1,78,0,,,,,,,,,,6.000000000000001,172187,5
89,118,1,115,0,,,,,,,,,,6.0,172187,5
118,148,1,132,0,,,,,,,,,,5.999999999999998,172187,5
0,29,1,310,0,,,,,,,,,,6.0,172187,5
29,59,0,349,0,,,,,,,,,,6.0,172187,5
0,29,1,20,0,,,,,,,,,,0.0,172188,3
29,59,1,51,0,,,,,,,,,,1.9579730911015185,172188,3
59,89,1,78,0,,,,,,,,,,6.000000000000001,172188,5
89,118,1,115,0,,,,,,,,,,6.0,172188,5
118,148,1,132,0,,,,,,,,,,5.999999999999998,172188,5
0,29,1,310,0,,,,,,,,,,6.0,172188,5
29,59,0,349,0,,,,,,,,,,6.0,172188,5
0,29,1,20,0,,,,,,,,,,1.414213562373095,172189,3
29,59,1,51,0,,,,,,,,,,1.9579730911015185,172189,3
59,89,1,78,0,,,,,,,,,,6.000000000000001,172189,5
89,118,1,115,0,,,,,,,,,,6.0,172189,5
118,148,1,132,0,,,,,,,,,,5.999999999999998,172189,5
0,29,1,310,0,,,,,,,,,,6.0,172189,5
29,59,0,349,0,,,,,,,,,,6.0,172189,5
0,29,1,20,0,,,,,,,,,,3.89342284851895,172190,3
29,59,1,51,0,,,,,,,,,,1.9579730911015185,172190,3
59,89,1,78,0,,,,,,,,,,6.000000000000001,172190,5
89,118,1,115,0,,,,,,,,,,6.0,172190,5
118,148,1,132,0,,,,,,,,,,5.999999999999998,172190,5
0,29,1,310,0,,,,,,,,,,6.0,172190,5
29,59,0,349,0,,,,,,,,,,6.0,172190,5
0,29,1,0,0,2.9999999999999996,2.0,2.0,1.0,,,,,4.999999999999999,0.0,182052,5
29,59,1,30,0,4.498474482874334,2.4234923027019675,2.0,1.0,16.0,False,,182052_queen_0,4.0,0.0,182052,5
59,89,1,66,1,4.45049439501021,2.427993693387109,1.0,1.0,52.0,False,,182052_queen_0,3.8302121591282536,4.855987386774216,182052,5
89,118,1,84,1,4.999999999999998,2.9999999999999996,1.0,1.0,70.0,False,,182052_queen_0,4.0,0.0,182052,5
118,148,1,131,0,4.0,3.0000000000000004,1.0,,117.0,False,,182052_queen_0,4.0,0.0,182052,5
0,30,1,185,0,4.0,3.0000000000000004,1.0,,171.0,False,,182052_queen_0,4.0,0.0,182052,5
0,30,0,259,0,4.0,3.0000000000000004,1.0,,245.0,False,,182052_queen_0,4.0,0.0,182052,5
0,29,1,0,0,2.9999999999999996,2.0,4.999999999999999,,,,,,4.999999999999999,0.0,182404,5
29,59,1,30,0,5.916079783099615,1.7320508075688772,3.000000000000001,,,False,,,3.464101615137755,0.0,182404,5
59,89,1,66,0,4.492139123558838,3.484090262386308,1.0,0.0,36.0,False,,182404_queen_0,3.999999999999999,6.4607912547236195,182404,5
89,118,1,85,0,4.0,3.0000000000000004,1.0,0.0,55.0,False,,182404_queen_0,4.0,0.0,182404,5
118,148,1,131,0,4.0,3.0000000000000004,1.0,0.0,101.0,False,,182404_queen_0,4.0,0.0,182404,5
0,30,1,185,0,4.0,3.0000000000000004,1.0,,155.0,False,,182404_queen_0,4.0,0.0,182404,5
0,30,0,259,0,4.0,3.0000000000000004,1.0,,229.0,False,,182404_queen_0,4.0,0.0,182404,5
0,29,1,0,0,2.9999999999999996,2.0,1.0,,,,,,4.999999999999999,0.0,185247,19
29,59,1,31,0,3.663798959698917,2.0,3.0497598678989286,,18.0,False,,185247_queen_0,3.357455966658977,0.0,185247,2
59,89,1,59,1,3.811648603227931,2.0,2.4186485892347993,3.0,46.0,False,,185247_queen_0,4.4410591744474885,0.0,185247,3
89,118,1,80,1,7.999999999999998,4.0,4.0,2.0,67.0,False,,185247_queen_0,4.0,0.0,185247,3
118,148,1,125,1,7.999999999999998,4.0,4.0,6.0,112.0,False,,185247_queen_0,4.0,0.0,185247,3
0,30,1,179,0,7.999999999999998,4.0,4.0,6.0,166.0,False,,185247_queen_0,4.0,0.0,185247,1
0,28,0,249,0,7.999999999999998,4.0,4.0,,236.0,False,,185247_queen_0,4.0,0.0,185247,1
0,29,1,0,0,4.999999999999998,2.0,4.0,,,False,,,2.9999999999999996,4.0,186955,19
29,59,1,33,1,6.000000000000003,3.6222437217864525,2.608555798153585,,33.0,False,,186955_queen_0,4.319935248183205,0.0,186955,23
59,89,1,62,1,9.000000000000002,5.33918848797616,3.606467693390565,,62.0,False,,186955_queen_0,4.334585721074537,0.0,186955,25
89,118,1,91,0,12.000000000000005,7.999999999999995,4.0,,91.0,False,,186955_queen_0,5.000000000000001,0.0,186955,26
118,148,1,124,0,11.160683146941395,7.999999999999998,4.0,,124.0,False,,186955_queen_0,4.999999999999999,0.0,186955,18
0,30,1,174,0,11.000000000000002,7.999999999999998,4.0,,174.0,False,,186955_queen_0,4.999999999999999,0.0,186955,24
0,28,1,245,0,11.000000000000002,7.999999999999998,4.0,,245.0,False,,186955_queen_0,4.999999999999999,0.0,186955,24
28,58,1,275,1,10.160118677733882,7.999999999999998,4.0,,275.0,False,,186955_queen_0,4.999999999999999,0.0,186955,23
58,87,1,305,0,12.961481396815719,7.999999999999998,4.0,,305.0,False,,186955_queen_0,4.999999999999999,2.6457513110645903,186955,14
87,117,1,332,1,15.012264469273847,4.913496405546135,5.289104019601156,,332.0,False,,186955_queen_0,5.000000000000001,2.619932841997453,186955,24
117,146,1,367,0,17.292693470060257,7.485523501946068,4.6911727854354135,,367.0,False,,186955_queen_0,3.999999999999999,1.576956492231147,186955,42
146,176,1,385,0,23.0,12.000000000000005,10.000000000000007,,385.0,False,,186955_queen_0,4.999999999999999,8.999999999999998,186955,36
176,206,1,417,0,22.553783775248228,11.00000000000001,10.000000000000007,,417.0,False,,186955_queen_0,4.999999999999998,0.0,186955,36
206,235,1,458,0,25.370411471489135,11.000000000000002,10.000000000000002,,458.0,False,,186955_queen_0,4.999999999999999,0.0,186955,34
235,265,1,469,0,21.0,11.000000000000002,10.000000000000002,,469.0,False,,186955_queen_0,4.999999999999999,4.0,186955,34
265,294,1,502,0,18.999999999999996,11.000000000000002,10.000000000000007,,502.0,False,,186955_queen_0,4.999999999999999,4.0,186955,18
0,30,1,627,0,11.000000000000002,11.000000000000002,10.000000000000002,,627.0,False,,186955_queen_0,4.999999999999999,4.0,186955,30
30,59,1,672,0,9.939969986664364,5.46580515467131,6.102188835111569,,672.0,False,,186955_queen_0,5.000000000000002,1.7043607928571491,186955,14
59,89,1,703,1,5.670510387600304,3.3207777120021724,3.9124546742044393,,703.0,True,,186955_queen_0,2.955137456467197,1.0,186955,21
89,118,1,727,0,6.804563352080684,1.9066426618932675,3.9999999999999973,,16.0,True,,186955_queen_1,3.532053249620612,0.0,186955,32
118,148,1,763,0,6.369160782593088,2.0,2.0,,21.0,True,,186955_queen_2,4.384944635656038,0.0,186955,33
148,178,1,789,0,8.048850416894041,5.010585399675086,3.9999999999999982,,44.0,False,,186955_queen_3,3.5199108488303277,0.0,186955,35
178,207,1,825,0,8.485281374238566,4.898979485566352,3.9999999999999973,0.0,80.0,False,,186955_queen_3,3.8729833462074152,0.0,186955,34
207,237,1,855,0,8.999999999999998,4.0,4.0,2.0,110.0,False,,186955_queen_3,2.9999999999999996,0.0,186955,31
0,29,1,0,0,4.999999999999999,1.0,4.0,,,False,,,1.0,4.0,186956,19
29,59,1,33,0,5.454816254491696,3.12283672862284,1.9999999999999996,,33.0,False,,186956_queen_0,3.6094332437038754,0.0,186956,23
59,89,1,62,0,6.999999999999999,4.0,2.0,,62.0,False,,186956_queen_0,4.0,0.0,186956,25
89,118,1,91,0,9.999999999999998,7.999999999999995,3.000000000000001,,91.0,False,,186956_queen_0,4.999999999999999,0.0,186956,26
118,148,1,124,0,9.159436536204304,7.999999999999998,3.0000000000000004,,124.0,False,,186956_queen_0,4.999999999999999,0.0,186956,18
0,30,1,174,0,9.000000000000002,7.999999999999998,3.0000000000000004,,174.0,False,,186956_queen_0,4.999999999999999,0.0,186956,24
0,28,1,245,0,9.000000000000002,7.999999999999998,3.0000000000000004,,245.0,False,,186956_queen_0,4.999999999999999,0.0,186956,24
28,58,1,275,0,8.190690044316877,7.999999999999998,3.0000000000000004,,275.0,False,,186956_queen_0,4.999999999999999,0.0,186956,23
